lcd_id,lcd_version,hcpc_code_group,paragraph,last_updated
33796,24,1,"&lt;p&gt;The appearance of a code in this section does not necessarily indicate coverage.&lt;&sol;p&gt;
&lt;p&gt;&lt;strong&gt;&lt;br &sol;&gt;HCPCS MODIFIERS:&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p&gt;EY - No physician or other health care provider order for this item or service&lt;&sol;p&gt;
&lt;p&gt;GA &amp;ndash; Waiver of liability statement issued as required by payer policy, individual case&lt;&sol;p&gt;
&lt;p&gt;GZ &amp;ndash; Item or service expected to be denied as not reasonable and necessary&lt;&sol;p&gt;
&lt;p&gt;KF - FDA Class III Device&lt;&sol;p&gt;
&lt;p&gt;KX &amp;ndash; Requirements specified in the medical policy have been met&lt;&sol;p&gt;
&lt;p&gt;&lt;strong&gt;HCPCS CODES:&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p&gt;&lt;strong&gt;EQUIPMENT:&lt;&sol;strong&gt;&lt;&sol;p&gt;",12/07/2023
33796,24,2,&lt;p&gt;SUPPLIES&sol;OTHER: &lt;&sol;p&gt;,12/07/2023
33821,28,1,"&lt;p&gt;The appearance of a code in this section does not necessarily indicate coverage.&lt;br &sol;&gt;&lt;br &sol;&gt;&lt;b&gt;HCPCS MODIFIER:&lt;&sol;b&gt;&lt;br &sol;&gt;&lt;br &sol;&gt;EY - No physician or other health care provider order for this item or service&lt;br &sol;&gt;&lt;br &sol;&gt;GA - Waiver of liability statement issued as required by payer policy, individual case&lt;br &sol;&gt;&lt;br &sol;&gt;GZ - Item or service expected to be denied as not reasonable and necessary&lt;br &sol;&gt;&lt;br &sol;&gt;KX - Requirements specified in the medical policy have been met&lt;br &sol;&gt;&lt;br &sol;&gt;&lt;b&gt;HCPCS CODES:&lt;&sol;b&gt;&lt;br &sol;&gt;&lt;br &sol;&gt;EQUIPMENT&lt;&sol;p&gt;",12/07/2023
33821,28,2,&lt;p&gt;SUPPLIES&lt;&sol;p&gt;,12/07/2023
33718,52,1,"&lt;p&gt;The appearance of a code in this section does not necessarily indicate coverage. &lt;br &sol;&gt;&lt;br &sol;&gt;&lt;strong&gt;HCPCS MODIFIERS:&lt;&sol;strong&gt;&lt;br &sol;&gt;EY - No physician or other licensed health care provider order for this item or service&lt;br &sol;&gt;GA - Waiver of liability statement issued as required by payer policy, individual case&lt;br &sol;&gt;GZ - Item or service expected to be denied as not reasonable and necessary&lt;br &sol;&gt;KX - Requirements specified in the medical policy have been met&lt;br &sol;&gt;&lt;br &sol;&gt;&lt;strong&gt;HCPCS CODES:&lt;&sol;strong&gt;&lt;br &sol;&gt;&lt;br &sol;&gt;&lt;strong&gt;EQUIPMENT:&lt;&sol;strong&gt;&lt;&sol;p&gt;",12/07/2023
33718,52,2,&lt;p&gt;&lt;b&gt;ACCESSORIES&lt;&sol;b&gt;&lt;br &sol;&gt;&lt;&sol;p&gt;,12/07/2023
38955,24,1,"&lt;p&gt;The appearance of a code in this section does not necessarily indicate coverage.&lt;&sol;p&gt;
&lt;p&gt;&lt;strong&gt;HCPCS MODIFIERS:&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p&gt;BA &amp;ndash; Item furnished in conjunction with parenteral enteral nutrition (PEN) services&lt;&sol;p&gt;
&lt;p&gt;BO &amp;ndash; Orally administered nutrition, not by feeding tube&lt;&sol;p&gt;
&lt;p&gt;EY &amp;ndash; No physician or other licensed health care provider order for this item or service&lt;&sol;p&gt;
&lt;p&gt;GA &amp;ndash; Waiver of liability statement issued as required by payer policy, individual case&lt;&sol;p&gt;
&lt;p&gt;GY &amp;ndash; Item or service statutorily excluded or does not meet the definition of any Medicare benefit&lt;&sol;p&gt;
&lt;p&gt;GZ &amp;ndash; Item or service expected to be denied as not reasonable and necessary&lt;&sol;p&gt;
&lt;p&gt;KX &amp;ndash; Requirements specified in the medical policy have been met&lt;&sol;p&gt;",12/07/2023
33801,26,1,"&lt;p&gt;The appearance of a code in this section does not necessarily indicate coverage.&lt;br &sol;&gt;&lt;br &sol;&gt;&lt;strong&gt;HCPCS MODIFIER:&lt;&sol;strong&gt;&lt;br &sol;&gt;&lt;br &sol;&gt;EY - No physician or other licensed health care provider order for this item or service.&lt;&sol;p&gt;
&lt;p&gt;GA &amp;ndash; Waiver of liability statement issued as required by payer policy, individual case&lt;&sol;p&gt;
&lt;p&gt;GZ &amp;ndash; Item or service expected to be denied as not reasonable and necessary&lt;&sol;p&gt;
&lt;p&gt;KX &amp;ndash; Requirements specified in the medical policy have been met&lt;&sol;p&gt;
&lt;p&gt;&lt;br &sol;&gt;&lt;br &sol;&gt;&lt;strong&gt;HCPCS CODES:&lt;&sol;strong&gt;&lt;&sol;p&gt;",05/11/2023
33797,50,1,"&lt;p&gt;The appearance of a code in this section does not necessarily indicate coverage.&lt;br &sol;&gt;&lt;br &sol;&gt;&lt;&sol;p&gt;
&lt;p&gt;&lt;strong&gt;HCPCS MODIFIERS:&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p&gt;EY - No physician or other licensed health care provider order for this item or service&lt;&sol;p&gt;
&lt;p&gt;GA - Waiver of liability (expected to be denied as not reasonable and necessary, ABN on file)&lt;&sol;p&gt;
&lt;p&gt;GY - Item or service statutorily excluded or does not meet the definition of any Medicare benefit&lt;&sol;p&gt;
&lt;p&gt;GZ - Item or service not reasonable and necessary (expected to be denied as not reasonable and necessary, no ABN on file)&lt;&sol;p&gt;
&lt;p&gt;KX - Requirements specified in the medical policy have been met&lt;&sol;p&gt;
&lt;p&gt;N1 - Group 1 oxygen coverage criteria met&lt;&sol;p&gt;
&lt;p&gt;N2 - Group 2 oxygen coverage criteria met&lt;&sol;p&gt;
&lt;p&gt;N3 - Group 3 oxygen coverage criteria met&lt;&sol;p&gt;
&lt;p&gt;QA - Prescribed amounts of stationary oxygen for daytime use while at rest and nighttime use differ and the average of the two amounts is less than 1 liter per minute (LPM)&lt;&sol;p&gt;
&lt;p&gt;QB - Prescribed amounts of stationary oxygen for daytime use while at rest and nighttime use differ and the average of the two amounts exceeds 4 liters per minute (LPM) and portable oxygen is prescribed&lt;&sol;p&gt;
&lt;p&gt;QE - Prescribed amount of stationary oxygen while at rest is less than 1 liter per minute (LPM)&lt;&sol;p&gt;
&lt;p&gt;QF - Prescribed amount of stationary oxygen while at rest exceeds 4 liters per minute (LPM) and portable oxygen is prescribed&lt;&sol;p&gt;
&lt;p&gt;QG - Prescribed amount of stationary oxygen while at rest is greater than 4 liters per minute (LPM)&amp;nbsp;&lt;&sol;p&gt;
&lt;p&gt;QH - Oxygen conserving device is being used with an oxygen delivery system&lt;&sol;p&gt;
&lt;p&gt;QR - Prescribed amounts of stationary oxygen for daytime use while at rest and nighttime use differ and the average of the two amounts is greater than 4 liters per minute (LPM)&lt;&sol;p&gt;
&lt;p&gt;RA - Replacement of a DME item&lt;&sol;p&gt;
&lt;p&gt;&lt;br &sol;&gt;&lt;strong&gt;HCPCS CODES:&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p&gt;&amp;nbsp;&lt;&sol;p&gt;
&lt;p&gt;&lt;strong&gt;EQUIPMENT:&lt;&sol;strong&gt;&lt;&sol;p&gt;",04/14/2023
33797,50,2,&lt;p&gt;&lt;b&gt;ACCESSORIES:&lt;&sol;b&gt;&lt;&sol;p&gt;,04/14/2023
33785,40,1,"&lt;p&gt;The appearance of a code in this section does not necessarily indicate coverage.&lt;&sol;p&gt;
&lt;p&gt;&amp;nbsp;&lt;&sol;p&gt;
&lt;p&gt;&lt;strong&gt;HCPCS MODIFIERS:&lt;br &sol;&gt;&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p&gt;EY - No physician or other licensed health care provider order for this item or service&lt;&sol;p&gt;
&lt;p&gt;GA - Waiver of liability statement issued as required by payer policy, individual case&lt;&sol;p&gt;
&lt;p&gt;GZ - Item or service expected to be denied as not reasonable and necessary&lt;&sol;p&gt;
&lt;p&gt;KX &amp;ndash; Requirements specified in the medical policy have been met&lt;&sol;p&gt;
&lt;p&gt;&amp;nbsp;&lt;&sol;p&gt;
&lt;p&gt;&lt;strong&gt;HCPCS CODES:&lt;&sol;strong&gt;&lt;&sol;p&gt;",11/11/2022
33611,25,1,"&lt;p&gt;The appearance of a code in this section does not necessarily indicate coverage.&lt;&sol;p&gt;
&lt;p&gt;&lt;strong&gt;HCPCS MODIFIERS:&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p&gt;EY - No physician or other licensed health care provider order for this item or service&lt;&sol;p&gt;
&lt;p&gt;GA - Waiver of liability statement issued, as required by payer policy&lt;&sol;p&gt;
&lt;p&gt;GZ - Item or service expected to be denied as not reasonable and necessary&lt;&sol;p&gt;
&lt;p&gt;KX -Requirements specified in the medical policy have been met&lt;&sol;p&gt;
&lt;p&gt;&lt;strong&gt;HCPCS CODES:&lt;&sol;strong&gt;&lt;&sol;p&gt;",06/18/2021
33642,26,1,"The appearance of a code in this section does not necessarily indicate coverage.&lt;br &sol;&gt;&lt;br &sol;&gt;&lt;b&gt;HCPCS MODIFIERS:&lt;&sol;b&gt;&lt;br &sol;&gt;&lt;br &sol;&gt;EY – No physician or other licensed health care provider order for this item or service&lt;br &sol;&gt;GA – Waiver of liability statement issued, as required by payer policy, individual case&lt;br &sol;&gt;GZ – Item or service expected to be denied as not reasonable and necessary&lt;br &sol;&gt;KX - Requirements specified in the medical policy have been met&lt;br &sol;&gt;&lt;br &sol;&gt;&lt;b&gt;HCPCS CODES:&lt;&sol;b&gt;&lt;br &sol;&gt;",03/12/2021
33830,22,1,"The appearance of a code in this section does not necessarily indicate coverage.&lt;br &sol;&gt;&lt;br &sol;&gt;&lt;b&gt;HCPCS MODIFIERS:&lt;&sol;b&gt;&lt;br &sol;&gt;&lt;br &sol;&gt;EY – No physician or other licensed health care provider order for this item or service&lt;br &sol;&gt;&lt;br &sol;&gt;GA – Waiver of liability statement issued as required by payer policy, individual case&lt;br &sol;&gt;&lt;br &sol;&gt;GZ – Item or service expected to be denied as not reasonable and necessary&lt;br &sol;&gt;&lt;br &sol;&gt;KX - Requirements specified in the medical policy have been met&lt;br &sol;&gt;&lt;br &sol;&gt;&lt;b&gt;HCPCS CODES:&lt;&sol;b&gt;&lt;br &sol;&gt;",03/12/2021
33692,21,1,"&lt;p&gt;The appearance of a code in this section does not necessarily indicate coverage.&lt;&sol;p&gt;
&lt;p&gt;&lt;strong&gt;HCPCS MODIFIER:&lt;br &sol;&gt;&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p&gt;EY &amp;ndash; No physician or other licensed health care provider order for this item or service&lt;&sol;p&gt;
&lt;p&gt;GA &amp;ndash; Waiver of liability statement issued as required by payer policy, individual case&lt;&sol;p&gt;
&lt;p&gt;GZ &amp;ndash; Item or service expected to be denied as not reasonable and necessary&lt;&sol;p&gt;
&lt;p&gt;KX - Requirements specified in the medical policy have been met&lt;&sol;p&gt;
&lt;p&gt;&lt;strong&gt;HCPCS CODES:&lt;&sol;strong&gt;&lt;&sol;p&gt;",03/11/2021
33793,20,1,"&lt;p&gt;The appearance of a code in this section does not necessarily indicate coverage. &lt;br &sol;&gt;&lt;br &sol;&gt;HCPCS MODIFIERS:&lt;br &sol;&gt;&lt;br &sol;&gt;EY &amp;ndash; No physician or other licensed health care provider order for this item or service&lt;br &sol;&gt;&lt;br &sol;&gt;GA &amp;ndash; Waiver of liability statement issued as required by payer policy, individual case&lt;br &sol;&gt;&lt;br &sol;&gt;GY - Item or service statutorily excluded or doesn&amp;rsquo;t meet the definition of any Medicare benefit category&lt;br &sol;&gt;&lt;br &sol;&gt;GZ &amp;ndash; Item or service expected to be denied as not reasonable and necessary&lt;br &sol;&gt;&lt;br &sol;&gt;KX &amp;ndash; Requirements specified in the medical policy have been met&lt;br &sol;&gt;&lt;br &sol;&gt;LT - Left side&lt;br &sol;&gt;&lt;br &sol;&gt;RT - Right side &lt;br &sol;&gt;&lt;br &sol;&gt;HCPCS CODES:&lt;br &sol;&gt;&lt;br &sol;&gt;FRAMES: &lt;&sol;p&gt;",10/09/2020
33793,20,2,EYEGLASS LENSES,10/09/2020
33793,20,3,CONTACT LENSES,10/09/2020
33793,20,4,LOW VISION AIDS,10/09/2020
33793,20,5,MISCELLANEOUS,10/09/2020
33369,26,1,"&lt;p&gt;The appearance of a code in this section does not necessarily indicate coverage.&lt;&sol;p&gt;
&lt;p&gt;&amp;nbsp;&lt;&sol;p&gt;
&lt;p&gt;&lt;strong&gt;HCPCS MODIFIERS:&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p&gt;EY - No physician or other licensed health care provider order for this item or service&lt;&sol;p&gt;
&lt;p&gt;GA - Waiver of liability statement issued as required by payer policy, individual case&lt;&sol;p&gt;
&lt;p&gt;GY - Item or service statutorily excluded or does not meet the definition of any Medicare benefi&lt;&sol;p&gt;
&lt;p&gt;GZ - Item or service expected to be denied as not reasonable and necessary&lt;&sol;p&gt;
&lt;p&gt;KX - Requirements specified in the medical policy have been met&lt;&sol;p&gt;
&lt;p&gt;LT - Left Side&amp;nbsp;&lt;&sol;p&gt;
&lt;p&gt;RT - Right Side&lt;&sol;p&gt;
&lt;p&gt;&amp;nbsp;&lt;&sol;p&gt;
&lt;p&gt;&lt;strong&gt;HCPCS CODES:&lt;&sol;strong&gt;&lt;&sol;p&gt;",02/28/2020
33790,20,1,&lt;p&gt;The appearance of a code in this section does not necessarily indicate coverage.&lt;&sol;p&gt;&lt;br &sol;&gt;&lt;p&gt;&lt;b&gt;HCPCS MODIFIERS:&lt;&sol;b&gt;&lt;&sol;p&gt;&lt;br &sol;&gt;&lt;p&gt;CG -  Policy criteria applied&lt;&sol;p&gt;&lt;br &sol;&gt;&lt;p&gt;EY – No physician or other licensed health care provider order for this item or service&lt;&sol;p&gt;&lt;br &sol;&gt;&lt;p&gt;&lt;b&gt;HCPCS CODES:&lt;&sol;b&gt;&lt;&sol;p&gt;,02/28/2020
34821,21,1,The appearance of a code in this section does not necessarily indicate coverage.&lt;br &sol;&gt;&lt;br &sol;&gt;&lt;P&gt;&lt;b&gt;HCPCS MODIFIERS:&lt;&sol;b&gt;&lt;&sol;P&gt;&lt;br &sol;&gt;&lt;br &sol;&gt;&lt;P&gt;EY – No physician or other health care provider order for this item or service&lt;&sol;P&gt;&lt;br &sol;&gt;&lt;br &sol;&gt;&lt;P&gt;&lt;b&gt;HCPCS CODES:&lt;&sol;b&gt;&lt;&sol;P&gt;&lt;br &sol;&gt;&lt;br &sol;&gt;&lt;b&gt;EQUIPMENT:&lt;&sol;b&gt;,02/21/2020
34821,21,2,&lt;b&gt;SUPPLIES:&lt;&sol;b&gt;,02/21/2020
34823,27,1,"&lt;p&gt;The appearance of a code in this section does not necessarily indicate coverage.&lt;br &sol;&gt;&lt;br &sol;&gt;&lt;strong&gt;HCPCS MODIFIERS:&lt;&sol;strong&gt;&lt;br &sol;&gt;&lt;br &sol;&gt;EY - No physician or other licensed health care provider order for this item or service&lt;br &sol;&gt; &lt;br &sol;&gt;GA - Waiver of liability statement issued as required by payer policy, individual case&lt;br &sol;&gt; &lt;br &sol;&gt;GZ - Item or service expected to be denied as not reasonable and necessary&lt;br &sol;&gt; &lt;br &sol;&gt;KF - Item designated by FDA as Class&amp;nbsp;III device&lt;br &sol;&gt; &lt;br &sol;&gt;KX - Requirements specified in the medical policy have been met&lt;&sol;p&gt;
&lt;p&gt;&lt;br &sol;&gt;&lt;strong&gt;HCPCS CODES:&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p&gt;&amp;nbsp;&lt;&sol;p&gt;",02/21/2020
33788,15,1,"&lt;p&gt;The appearance of a code in this section does not necessarily indicate coverage.&lt;&sol;p&gt;&lt;br &sol;&gt;&lt;p&gt;&lt;b&gt;HCPCS MODIFIERS:&lt;&sol;b&gt;&lt;&sol;p&gt;&lt;br &sol;&gt;&lt;p&gt;EY – No physician or other licensed health care provider order for this item or service&lt;&sol;p&gt;&lt;br &sol;&gt;&lt;p&gt;GA – Waiver of liability issued as required by payer policy, individual case&lt;&sol;p&gt;&lt;br &sol;&gt;&lt;p&gt;GY – Item or service statutorily excluded or doesn’t meet the definition of any Medicare benefit category&lt;&sol;p&gt;&lt;br &sol;&gt;&lt;p&gt;GZ – Item or service expected to be denied as not reasonable and necessary&lt;&sol;p&gt;&lt;br &sol;&gt;&lt;p&gt;KX – Requirements specified in the medical policy have been met&lt;&sol;p&gt;&lt;br &sol;&gt;&lt;p&gt;&lt;b&gt;HCPCS CODES:&lt;&sol;b&gt;&lt;&sol;p&gt;",02/14/2020
33791,15,1,"&lt;p&gt;The appearance of a code in this section does not necessarily indicate coverage.&lt;&sol;p&gt;&lt;br &sol;&gt;&lt;p&gt;&lt;b&gt;HCPCS MODIFIERS:&lt;&sol;b&gt;&lt;&sol;p&gt;&lt;br &sol;&gt;&lt;p&gt;EY – No physician or other licensed health care provider order for this item or service&lt;&sol;p&gt;&lt;br &sol;&gt;&lt;p&gt;GA – Waiver of liability statement issued as required by payer policy, individual case&lt;&sol;p&gt;&lt;br &sol;&gt;&lt;p&gt;GY – Item or service statutorily excluded or doesn’t meet the definition of any Medicare benefit category&lt;&sol;p&gt;&lt;br &sol;&gt;&lt;p&gt;GZ – Item or service expected to be denied as not reasonable and necessary&lt;&sol;p&gt;&lt;br &sol;&gt;&lt;p&gt;KX - Requirements specified in the medical policy have been met&lt;&sol;p&gt;&lt;br &sol;&gt;&lt;p&gt;&lt;b&gt;HCPCS CODES:&lt;&sol;p&gt;&lt;&sol;b&gt;",02/14/2020
33786,16,1,"&lt;p&gt;The appearance of a code in this section does not necessarily indicate coverage.&lt;&sol;p&gt;
&lt;p&gt;&lt;strong&gt;HCPCS MODIFIERS:&lt;br &sol;&gt;&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p&gt;EY &amp;ndash; No physician or other licensed health care provider order for this item or service&lt;&sol;p&gt;",02/14/2020
33784,21,1,&lt;p&gt;The appearance of a code in this section does not necessarily indicate coverage.&lt;&sol;p&gt;&lt;br &sol;&gt;&lt;p&gt;&lt;b&gt;HCPCS MODIFIERS:&lt;&sol;b&gt;&lt;&sol;p&gt;&lt;br &sol;&gt;&lt;p&gt;EY - No physician or other licensed health care provider order for this item or service&lt;&sol;p&gt;&lt;br &sol;&gt;&lt;p&gt;&lt;b&gt;HCPCS CODES:&lt;&sol;b&gt;&lt;&sol;p&gt;&lt;br &sol;&gt;,02/14/2020
33799,15,1,"The appearance of a code in this section does not necessarily indicate coverage.&lt;br &sol;&gt;&lt;br &sol;&gt;&lt;P&gt;&lt;b&gt;HCPCS MODIFIERS:&lt;&sol;b&gt;&lt;&sol;P&gt;&lt;br &sol;&gt;&lt;P&gt;EY   No physician or other licensed health care provider order for this item or service&lt;&sol;P&gt;&lt;br &sol;&gt;&lt;P&gt;GA   Waiver of liability statement issued as required by payer policy, individual case&lt;&sol;P&gt;&lt;br &sol;&gt;&lt;P&gt;GZ   Item or service expected to be denied as not reasonable and necessary&lt;&sol;P&gt;&lt;br &sol;&gt;&lt;P&gt;KX - Requirements specified in the medical policy have been met&lt;&sol;P&gt;&lt;br &sol;&gt;&lt;br &sol;&gt;&lt;P&gt;&lt;b&gt;HCPCS CODES:&lt;&sol;b&gt;&lt;&sol;P&gt;&lt;br &sol;&gt;",02/14/2020
33641,21,1,The appearance of a code in this section does not necessarily indicate coverage.&lt;br &sol;&gt;&lt;br &sol;&gt;&lt;b&gt;HCPCS MODIFIERS:&lt;&sol;b&gt;&lt;br &sol;&gt;&lt;br &sol;&gt;EY – No physician or other licensed health care provider order for this item or service&lt;br &sol;&gt;GY - Item or service statutorily excluded or does not meet the definition of any Medicare benefit&lt;br &sol;&gt;KX - Requirements specified in the medical policy have been met&lt;br &sol;&gt;LT - Left side  &lt;br &sol;&gt;RT - Right side &lt;br &sol;&gt;&lt;br &sol;&gt;&lt;B&gt;HCPCS CODES&lt;&sol;B&gt;&lt;br &sol;&gt;,02/14/2020
33738,18,1,"&lt;p&gt;The appearance of a code in this section does not necessarily indicate coverage.&lt;&sol;p&gt;
&lt;p&gt;&lt;strong&gt;HCPCS MODIFIERS:&lt;br &sol;&gt;&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p&gt;AV &amp;ndash; Item furnished in conjunction with a prosthetic device, prosthetic or orthotic&lt;&sol;p&gt;
&lt;p&gt;EY &amp;ndash; No physician or other licensed health care provider order for this item or service&lt;&sol;p&gt;
&lt;p&gt;KM - Replacement of facial prosthesis including new impression&sol;moulage&lt;&sol;p&gt;
&lt;p&gt;KN - Replacement of facial prosthesis using previous master model&lt;&sol;p&gt;
&lt;p&gt;LT - Left side&lt;&sol;p&gt;
&lt;p&gt;RT - Right side&lt;br &sol;&gt;&lt;br &sol;&gt;&lt;&sol;p&gt;
&lt;p&gt;&lt;strong&gt;HCPCS CODES:&lt;&sol;strong&gt;&lt;&sol;p&gt;",02/14/2020
33737,20,1,&lt;p&gt;The appearance of a code in this section does not necessarily indicate coverage.&lt;&sol;p&gt;&lt;p&gt;&lt;strong&gt;HCPCS MODIFIERS:&lt;br&gt;&lt;&sol;strong&gt;&lt;&sol;p&gt;&lt;p&gt;EY - No physician or other licensed health care provider order for this item or service&lt;&sol;p&gt;&lt;p&gt;LT - Left side&lt;&sol;p&gt;&lt;p&gt;RT - Right side&lt;&sol;p&gt;&lt;p&gt;&lt;strong&gt;HCPCS CODES:&lt;br&gt;&lt;&sol;strong&gt;&lt;&sol;p&gt;,02/14/2020
33820,21,1,"The appearance of a code in this section does not necessarily indicate coverage.&lt;br &sol;&gt;&lt;br &sol;&gt;&lt;b&gt;HCPCS MODIFIERS:&lt;&sol;b&gt;&lt;br &sol;&gt;&lt;br &sol;&gt;EY - No physician or other licensed health care provider order for this item or service&lt;br &sol;&gt;&lt;br &sol;&gt;GA – Waiver of liability statement issued as required by payer policy, individual case&lt;br &sol;&gt;&lt;br &sol;&gt;GK - Reasonable and necessary item&sol;service associated with a GA or GZ modifier&lt;br &sol;&gt;&lt;br &sol;&gt;GL - Medically unnecessary upgrade provided instead of non-upgraded item, no charge, no ABN  &lt;br &sol;&gt;&lt;br &sol;&gt;GZ – Item or service expected to be denied as not reasonable and necessary&lt;br &sol;&gt;&lt;br &sol;&gt;KX - Requirements specified in the medical policy have been met&lt;br &sol;&gt;&lt;br &sol;&gt;&lt;b&gt;HCPCS CODES:&lt;&sol;b&gt;&lt;br &sol;&gt;&lt;br &sol;&gt;FIXED HEIGHT BEDS:",02/12/2020
33820,21,2,VARIABLE HEIGHT BEDS&lt;br &sol;&gt;,02/12/2020
33820,21,3,SEMI-ELECTRIC BEDS&lt;br &sol;&gt;,02/12/2020
33820,21,4,TOTAL ELECTRIC BEDS&lt;br &sol;&gt;,02/12/2020
33820,21,5,HEAVY DUTY BEDS&lt;br &sol;&gt;,02/12/2020
33820,21,6,ACCESSORIES&lt;br &sol;&gt;,02/12/2020
33820,21,7,MISCELLANEOUS&lt;br &sol;&gt;,02/12/2020
33795,29,1,&lt;p&gt;The appearance of a code in this section does not necessarily indicate coverage.&lt;br &sol;&gt;&lt;br &sol;&gt;HCPCS MODIFIERS:&lt;br &sol;&gt;&lt;br &sol;&gt;EY - No physician or other licensed health care provider order for this item or service&lt;&sol;p&gt;,01/30/2020
34824,21,1,"&lt;p&gt;The appearance of a code in this section does not necessarily indicate coverage.&lt;br &sol;&gt;&lt;br &sol;&gt;&lt;&sol;p&gt;
&lt;p&gt;&lt;strong&gt;HCPCS MODIFIERS:&lt;br &sol;&gt;&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p&gt;EY - No physician or other licensed health care provider order for this item or service&lt;&sol;p&gt;
&lt;p&gt;&lt;strong&gt;HCPCS CODES: &lt;br &sol;&gt;&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p&gt;EQUIPMENT:&lt;&sol;p&gt;",02/13/2020
34824,21,2,&lt;p&gt;&lt;strong&gt;SUPPLIES&lt;&sol;strong&gt;&lt;&sol;p&gt;,02/13/2020
33736,20,1,"&lt;p&gt;The appearance of a code in this section does not necessarily indicate coverage.&lt;br &sol;&gt;&lt;br &sol;&gt;&lt;&sol;p&gt;
&lt;p&gt;&lt;strong&gt;HCPCS MODIFIERS:&lt;br &sol;&gt;&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p&gt;EY - No physician or other licensed health care provider order for this item or service&lt;&sol;p&gt;
&lt;p&gt;GA &amp;ndash; Waiver of liability statement issued as required by payer policy, individual case&lt;&sol;p&gt;
&lt;p&gt;GY - Item or service statutorily excluded or does not meet the definition of any Medicare Benefit&lt;&sol;p&gt;
&lt;p&gt;GZ &amp;ndash; Item or service expected to be denied as not reasonable and necessary&lt;&sol;p&gt;
&lt;p&gt;KX - Requirements specified in the medical policy have been met&lt;&sol;p&gt;
&lt;p&gt;&amp;nbsp;&lt;&sol;p&gt;
&lt;p&gt;&lt;strong&gt;HCPCS CODES:&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p&gt;&amp;nbsp;&lt;&sol;p&gt;",02/13/2020
33735,19,1,"&lt;p&gt;The appearance of a code in this section does not necessarily indicate coverage.&lt;&sol;p&gt;
&lt;p&gt;&lt;strong&gt;HCPCS MODIFIERS:&lt;br &sol;&gt;&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p&gt;EY - No physician or other licensed health care provider order for this item or service&lt;&sol;p&gt;
&lt;p&gt;&lt;strong&gt;HCPCS CODES:&lt;br &sol;&gt;&lt;&sol;strong&gt;&lt;&sol;p&gt;",02/13/2020
33733,19,1,"&lt;p&gt;The appearance of a code in this section does not necessarily indicate coverage.&lt;&sol;p&gt;
&lt;p&gt;&lt;strong&gt;HCPCS MODIFIERS:&lt;br &sol;&gt;&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p&gt;EY &amp;ndash; No physician or other licensed health care provider order for this item or service&lt;&sol;p&gt;
&lt;p&gt;&lt;strong&gt;HCPCS CODES:&lt;br &sol;&gt;&lt;&sol;strong&gt;&lt;&sol;p&gt;",02/13/2020
33690,20,1,"&lt;p&gt;The appearance of a code in this section does not necessarily indicate coverage.&lt;br &sol;&gt;&lt;br &sol;&gt;&lt;&sol;p&gt;
&lt;p&gt;&lt;strong&gt;HCPCS MODIFIERS:&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p&gt;EY - No physician or other licensed health care provider order for this item or service&lt;&sol;p&gt;
&lt;p&gt;GA &amp;ndash; Waiver of liability statement issued as required by payer policy, individual case&lt;&sol;p&gt;
&lt;p&gt;GZ &amp;ndash; Item or service expected to be denied as not reasonable and necessary&lt;&sol;p&gt;
&lt;p&gt;KF &amp;ndash; Item designated by FDA as class III device&lt;&sol;p&gt;
&lt;p&gt;KX &amp;ndash; Requirements specified in the medical policy have been met&lt;br &sol;&gt;&lt;br &sol;&gt;&lt;&sol;p&gt;
&lt;p&gt;&lt;strong&gt;HCPCS CODES:&lt;&sol;strong&gt;&lt;&sol;p&gt;",02/13/2020
33825,17,1,The appearance of a code in this section does not necessarily indicate coverage.&lt;br &sol;&gt;&lt;br &sol;&gt;&lt;b&gt;HCPCS MODIFIER:&lt;&sol;b&gt; &lt;br &sol;&gt;&lt;br &sol;&gt;EY - No physician or other licensed health care provider order for this item or service&lt;br &sol;&gt;&lt;br &sol;&gt;&lt;b&gt;EQUIPMENT:&lt;&sol;b&gt;&lt;br &sol;&gt;,02/07/2020
33825,17,2,&lt;b&gt;ACCESSORIES:&lt;&sol;b&gt;&lt;br &sol;&gt;,02/07/2020
