lcd_id,lcd_version,rev_hist_num,rev_hist_date,rev_hist_exp,last_updated
34049,36,3,10/01/2015,"Revision#: R3
Revision Effective: 10/01/2015
Revision Explanation: Added new CPT codes 97607 and 97608.",03/19/2015
34049,36,2,10/01/2015,"Revision#: R1
Revision Effective: 10/01/2015
Revision Explanation: Accepted 2015 code description changes for 97605 97606.",12/22/2014
34049,36,1,10/01/2015,"Revision#: R1
Revision Effective: N/A
Revision Explanation: Attached the outpatient phyiscal therapy fact sheet.",09/22/2014
34051,43,13,08/14/2025,"Retirement Effective Date: 08/14/2025

This final LCD is being retired and combined into the JE LCD so that JE and JF will have one unified document and policy number.",08/14/2025
34051,43,12,12/01/2019,"Under Coverage Guidelines/Indications, iv. added T-score ""<-1.5 or."" Initially published in earlier versions and inadvertently removed in prior versions.",04/01/2022
34051,43,11,12/01/2019,"The following were made to the LCD due to typographical errors:

• changing references of ng/dl to ng/ml

• adding """" in the Coverage Indications, Limitations and/or Medical Necessity section under Limitations, last sentence in the last paragraph.",10/22/2021
34051,43,10,12/01/2019,"The LCD is revised to remove CPT/HCPCS codes in the Keyword Section of the LCD.

At this time 21st Century Cures Act will apply to new and revised LCDs that restrict coverage which requires comment and notice. This revision is not a restriction to the coverage determination; and, therefore not all the fields included on the LCD are applicable as noted in this policy.",01/29/2020
34051,43,9,12/01/2019,"12/01/2019: At this time 21st Century Cures Act will apply to new and revised LCDs that restrict coverage which requires comment and notice. This revision is not a restriction to the coverage determination; and, therefore not all the fields included on the LCD are applicable as noted in this policy.

As required by CR 10901, all billing and coding information has been moved to the companion article, this article is linked to the LCD.",11/08/2019
34051,43,8,10/01/2018,"At this time 21st Century Cures Act will apply to new and revised Articles that restrict coverage which requires comment and notice. This revision is not a restriction to the coverage determination; and, therefore not all the fields included on the Article are applicable as noted in this policy.

08/09/2018 - For the following ICD-10 code descriptions were changed in the ICD-10 Codes that Support Medical Necessity field:
Z68.43 descriptor was changed in Group 1 Effective 10/01/2018",09/10/2018
34051,43,7,02/03/2017,"Added ICD-10 Codes A15.0, A15.4, A15.5, A15.6, A15.7, A15.8, Z79.3, Z79.4, Z79.51, Z79.52, Z79.810, Z79.811, Z79.818, Z79.82, Z79.83, Z79.84, Z79.890, Z79.891, Z79.899",01/06/2017
34051,43,6,02/03/2017,Addition of codes from 2016 ICD-10 Coding updates added to Final E89.820; E89.821; E89.822; E89.823,12/05/2016
34051,43,5,02/03/2017,This LCD version was created as a result of DL34051 being released to a Final LCD.,12/01/2016
34051,43,4,10/01/2016,Typographical Error,09/23/2016
34051,43,3,10/01/2015,"The following ICD-10 Codes were added from the ICD-10 2016-2017 update: E89820, E89821, E89822, E89823, K9041, K9049. Code K90.4 was deleted.",09/08/2016
34051,43,2,10/01/2015,The LCD is revised to add M85.80 and M85.88 to the ICD-10 Codes that Support Medical Necessity section; CPT 82306 only.,10/28/2015
34051,43,1,10/01/2015,"This LCD is revised to remove the paragraph, “When requesting an individual consideration through the written redetermination (formerly appeal) process, providers must include all relevant medical records and any pertinent peer-reviewed literature that supports the request. At a minimum two (2) Phase II studies (human studies of efficacy, pivotal) or one (1) Phase III study (evidence of safety and efficacy, pivotal) must be submitted for the Medical Director’s review.“ from the Associated Information field.",03/27/2015
34056,27,16,10/02/2025,"R17

Revision Effective: 10/02/2025

Revision Explanation: Annual Review, No changes

09/26/2025: At this time 21st Century Cures Act will apply to new and revised LCDs that restrict coverage which requires comment and notice. This revision is not a restriction to the coverage determination; and, therefore not all the fields included on the LCD are applicable as noted in this policy.",09/26/2025
34056,27,15,10/03/2024,"R16

Revision Effective: 10/03/2024

Revision Explanation: Annual Review, No changes

09/27/2024: At this time 21st Century Cures Act will apply to new and revised LCDs that restrict coverage which requires comment and notice. This revision is not a restriction to the coverage determination; and, therefore not all the fields included on the LCD are applicable as noted in this policy.",09/27/2024
34056,27,14,10/05/2023,"R15

Revision Effective: 10/05/2023

Revision Explanation: Annual Review, removed CPT coding details. Information is already listed in the billing and coding article.

09/29/2023: At this time 21st Century Cures Act will apply to new and revised LCDs that restrict coverage which requires comment and notice. This revision is not a restriction to the coverage determination; and, therefore not all the fields included on the LCD are applicable as noted in this policy.",09/29/2023
34056,27,13,10/06/2022,"R14

Revision Effective: 10/06/2022

Revision Explanation: Annual Review, no changes.

09/26/2022 :At this time 21st Century Cures Act will apply to new and revised LCDs that restrict coverage which requires comment and notice. This revision is not a restriction to the coverage determination; and, therefore not all the fields included on the LCD are applicable as noted in this policy.",09/26/2022
34056,27,12,09/30/2021,"R13

Revision Effective: 09/30/2021

Revision Explanation: Annual Review, removed the details listed in the Assoicated Information section. This content is located in the Billing and Coding article.

09/22/2021 :At this time 21st Century Cures Act will apply to new and revised LCDs that restrict coverage which requires comment and notice. This revision is not a restriction to the coverage determination; and, therefore not all the fields included on the LCD are applicable as noted in this policy.",09/22/2021
34056,27,11,09/26/2019,"R12

Revision Effective: N/A

Revision Explanation: Annual Review, no changes made

09/15/2020 :At this time 21st Century Cures Act will apply to new and revised LCDs that restrict coverage which requires comment and notice. This revision is not a restriction to the coverage determination; and, therefore not all the fields included on the LCD are applicable as noted in this policy.",09/15/2020
34056,27,10,09/26/2019,"R11

Revision Effective: 09/26/2019

Revision Explanation: Annual Review, no changes made

09/26/2019:At this time 21st Century Cures Act will apply to new and revised LCDs that restrict coverage which requires comment and notice. This revision is not a restriction to the coverage determination; and, therefore not all the fields included on the LCD are applicable as noted in this policy.",09/26/2019
34056,27,9,09/26/2019,"R10

Revision Effective: 09/26/2019

Revision Explanation: Converted to new policy template that no longer includes coding section based on CR 10901.

09/20/2019:At this time 21st Century Cures Act will apply to new and revised LCDs that restrict coverage which requires comment and notice. This revision is not a restriction to the coverage determination; and, therefore not all the fields included on the LCD are applicable as noted in this policy.",09/20/2019
34056,27,8,10/01/2018,"R9

Revision Effective: 10/01/2018

Revision Explanation: During ICD-10 annual update N35.8 was deleted and replaced with N35.811-N35.814 and N35.816. Also added new codes N35.82, N35.016, and N99.116

11/06/2018-At this time 21st Century Cures Act will apply to new and revised LCDs that restrict coverage which requires comment and notice. This revision is not a restriction to the coverage determination; and, therefore not all the fields included on the LCD are applicable as noted in this policy.",11/07/2018
34056,27,7,10/01/2016,"R8

Revision Effective: N/A

Revision Explanation: Annual review no changes made.

09/27/2018-At this time 21st Century Cures Act will apply to new and revised LCDs that restrict coverage which requires comment and notice. This revision is not a restriction to the coverage determination; and, therefore not all the fields included on the LCD are applicable as noted in this policy.

R7
Revision Effective: N/A
Revision Explanation: Annual review no changes made.",09/27/2018
34056,27,6,10/01/2016,"Revision#: R6
Revision Effective: N/A
Revision Explanation: Annual review no changes made",09/29/2016
34056,27,5,10/01/2016,"Revision#: R4
Revision Effective: 10/01/2016
Revision Explanation: removed ICD-10 codes added inadvertently during annual review D49.519, M50.820, M50.920.",09/14/2016
34056,27,4,10/01/2016,"Revision#: R4
Revision Effective: 10/01/2016
Revision Explanation: Added new ICD-10 codes D49.511, D49.512, D49.519, M50.820, M50.821, M50.822, M50.823, M50.920, M50.921, and M50.922 that replaced D49.5, M50.82, and M50.92.",09/12/2016
34056,27,3,10/01/2015,"Revision#: R3
Revision Effective: N/A
Revision Explanation: Annual review no changes made.",09/28/2015
34056,27,2,10/01/2015,"Revision#: R2
Revision Effective: N/A
Revision Explanation: Accepted revenue code description changes",06/10/2015
34056,27,1,10/01/2015,"Revision#: R1
Revision Effective:10/01/2014
Revision Explanation: Approved 2014 ICD-10 annual update changes.",07/10/2014
34061,26,20,08/06/2026,"R21

Revision Effective: 08/06/2026

Revision Explanation: Annual Review, No changes.

07/27/2026: At this time 21st Century Cures Act will apply to new and revised LCDs that restrict coverage which requires comment and notice. This revision is not a restriction to the coverage determination; and, therefore not all the fields included on the LCD are applicable as noted in this policy.",07/27/2026
34061,26,19,08/07/2025,"R20

Revision Effective: 08/07/2025

Revision Explanation: Annual Review, No changes.

07/29/2025: At this time 21st Century Cures Act will apply to new and revised LCDs that restrict coverage which requires comment and notice. This revision is not a restriction to the coverage determination; and, therefore not all the fields included on the LCD are applicable as noted in this policy.",07/29/2025
34061,26,18,08/08/2024,"R19

Revision Effective: 08/08/2024

Revision Explanation: Annual Review, No changes.

07/29/2024: At this time 21st Century Cures Act will apply to new and revised LCDs that restrict coverage which requires comment and notice. This revision is not a restriction to the coverage determination; and, therefore not all the fields included on the LCD are applicable as noted in this policy.",07/29/2024
34061,26,17,08/04/2022,"R18

Revision Effective: 08/03/2023

Revision Explanation: Annual Review, General information details moved to the billing and coding article.

08/03/2023: At this time 21st Century Cures Act will apply to new and revised LCDs that restrict coverage which requires comment and notice. This revision is not a restriction to the coverage determination; and, therefore not all the fields included on the LCD are applicable as noted in this policy.",07/28/2023
34061,26,16,08/04/2022,"R17

Revision Effective: 08/04/2022

Revision Explanation: Annual Review, no changes were made

07/26/2022 :At this time 21st Century Cures Act will apply to new and revised LCDs that restrict coverage which requires comment and notice. This revision is not a restriction to the coverage determination; and, therefore not all the fields included on the LCD are applicable as noted in this policy.",07/26/2022
34061,26,15,07/29/2021,"R16

Revision Effective: 07/29/2021

Revision Explanation: Annual Review, no changes were made

07/23/2021 :At this time 21st Century Cures Act will apply to new and revised LCDs that restrict coverage which requires comment and notice. This revision is not a restriction to the coverage determination; and, therefore not all the fields included on the LCD are applicable as noted in this policy.",07/23/2021
34061,26,14,10/03/2019,"R15

Revision Effective: n/a

Revision Explanation: Annual Review, no changes made

07/30/2020 :At this time 21st Century Cures Act will apply to new and revised LCDs that restrict coverage which requires comment and notice. This revision is not a restriction to the coverage determination; and, therefore not all the fields included on the LCD are applicable as noted in this policy.",07/30/2020
34061,26,13,10/03/2019,"R14

Revision Effective: 10/03/2019

Revision Explanation: Converted to new policy template that no longer includes coding section based on CR 10901.

09/20/2019:At this time 21st Century Cures Act will apply to new and revised LCDs that restrict coverage which requires comment and notice. This revision is not a restriction to the coverage determination; and, therefore not all the fields included on the LCD are applicable as noted in this policy.",09/23/2019
34061,26,12,07/11/2019,"R13

Revision Effective: 07/11/2019

Revision Explanation: Annual Review, no changes made

07/22/2019-At this time 21st Century Cures Act will apply to new and revised LCDs that restrict coverage which requires comment and notice. This revision is not a restriction to the coverage determination; and, therefore not all the fields included on the LCD are applicable as noted in this policy",07/22/2019
34061,26,11,07/11/2019,"R12

Revision Effective: 07/11/2019

Revision Explanation: Removed coding from policy into billing and coding article based on CR10901.

09/19/2018-At this time 21st Century Cures Act will apply to new and revised LCDs that restrict coverage which requires comment and notice. This revision is not a restriction to the coverage determination; and, therefore not all the fields included on the LCD are applicable as noted in this policy",07/03/2019
34061,26,10,04/01/2018,"R11

Revision Effective: 04/01/2018

Revision Explanation: Updated the paragraph in coverage and indications section concerning use of hydroxychlorquine and the associated information section concerning the limitations and frequency. This was done to be more in line with current treatment process.

09/19/2018-At this time 21st Century Cures Act will apply to new and revised LCDs that restrict coverage which requires comment and notice. This revision is not a restriction to the coverage determination; and, therefore not all the fields included on the LCD are applicable as noted in this policy.",09/19/2018
34061,26,9,10/01/2017,"R10

Revision Effective: N/A

Revision Explanation: Annual review no changes made.

07/30/2018-At this time 21st Century Cures Act will apply to new and revised LCDs that restrict coverage which requires comment and notice. This revision is not a restriction to the coverage determination; and, therefore not all the fields included on the LCD are applicable as noted in this policy.",07/30/2018
34061,26,8,10/01/2017,"R9

Revision Effective: 10/01/2017

Revision Explanation: Added ICD-10 H53.15 to the list of ICD-10 codes that support medical necessity.

10/03/2017-At this time 21st Century Cures Act will apply to new and revised LCDs that restrict coverage which requires comment and notice. This revision is not a restriction to the coverage determination; and, therefore not all the fields included on the LCD are applicable as noted in this policy.

R8

Revision Effective: N/A

Revision Explanation: Annual review no changes made.

07/31/2017-At this time 21st Century Cures Act will apply to new and revised LCDs that restrict coverage which requires comment and notice. This revision is not a restriction to the coverage determination; and, therefore not all the fields included on the LCD are applicable as noted in this policy.",10/03/2017
34061,26,7,10/01/2016,"R7
Revision Effective: 10/01/2016
Revision Explanation: During annual ICd-10 update the following codes were deleted E08.321, E08.329, E08.331, E08.339, E08.341, E08.349, E08.351, E08.359, E09.321, E09.329, E09.331, E09.339, E09.341, E09.349, E09.351, E09.359, E10.321, E10.329, E10.331, E10.339, E10.341, E10.349, E10.351, E10.359, E11.321, E11.329, E11.331, E11.339, E11.341, E11.349, E11.351, E11.359, E13.321, E13.329, E13.331, E13.339, E13.341, E13.349, E13.351, E13.359, H34.811-H34.813, H34.831-H34.833, H35.31, H35.32, H40.11X0-H40.11X4 and replaced with the following: E08.3211, E08.3212, E08.3213, E08.3291, E08.3292, E08.3293, E08.3311, E08.3312, E08.3313, E08.3391, E08.3392, E08.3393, E08.3411, E08.3412, E08.3413, E08.3491, E08.3492, E08.3493, E08.3511, E08.3512, E08.3513, E08.3521, E08.3522, E08.3523, E08.3531, E08.3532, E08.3533, E08.3541, E08.3542,
E08.3543, E08.3551, E08.3552, E08.3553, E08.3591, E08.3592, E08.3593, E08.37X1, E08.37X2, E08.37X3, E09.3211, E09.3212, E09.3213, E09.3291, E09.3292, e09.3293,
E09.3311, E09.3312, e09.3313, E09.3391, E09.3392, E09.3393, E09.3411, E09.3412, E09.3413, E09.3491, E09.3492, E09.3493, E09.3511, E09.3512, E09.3513, E09.3521,
E09.3522, E09.3523, E09.3531, E09.3532, E09.3533, E09.3541, E09.3542, E09.3543, E09.3551, E09.3552, E09.3553, E09.3591, e09.3592, E09.3593, E09.37X1, E09.37X2,
E09.37X3, E10.3211, E10.3212, E10.3213, E10.3291, E10.3292, E10.3293, E10.3311, E10.3312, E10.3313, E10.3391, E10.3392, E10.3393, E10.3411, E10.3412, E10.3413,
E10.3491, E10.3492, E10.3493, E10.3511, E10.3512, e10.3513, E10.3521, E10.3522, E10.3523, E10.3531, E10.3532, E10.3533, E10.3541, E10.3542, E10.3543, E10.3551,
E10.3552, E10.3553, E10.3591, E10.3592, E10.3593, E10.37X1, E10.37X2, E10.37X3, E11.3211, e11.3212, E11.3213, E11.3291, E11.3292, E11.3293, E11.3311, E11.3312,
E11.3313, E11.3391, E11.3392, E11.3393, E11.3411, E11.3412, E11.3413, E11.3491, E11.3492, E11.3493, E11.3511, e11.3512, E11.3513, E11.3521, E11.3522, E11.3523, E11.3531, E11.3532, E11.3533, E11.3541, E11.3542, E11.3543, E11.3551, E11.3552, E11.3553, E11.3591, E11.3592, E11.3593, E11.37X1, E11.37X2, E11.37X3, E13.3211, E13.3212, E13.3213, E13.3291, E13.3292, E13.3293, E13.3311, E13.3312, E13.3313, E13.3391, E13.3392,E13.3393, E13.3411, E13.3412, e13.3413, E13.3491, E13.3492, e13.3493, E13.3511, E13.3512, E13.3513, E13.3521, E13.3522, E13.3523, E13.3531, E13.3532, E13.3533, E13.3541, E13.3542, E13.3543, E13.3551, E13.3552, E13.3553, E13.3591, e13.3592, E13.3593, E13.37X1, E13.37X2, E13.37X3, H34.8110, H34.8111, H34.8112, H34.8120, H34.8121, H34.8122, H34.8130, H34.8131, H34.8132, H34.8310, H34.8311, H34.8312, H34.8320, H34.8321, H34.8322, H34.8330, H34.8331, H34.8332, H35.3111, H35.3112 , H35.3113, H35.3114, H35.3121 , H35.3122, H35.3123, H35.3124, H35.3131, H35.3132, H35.3133 , H35.3134, H35.3211, H35.3212, H35.3213 , H35.3221, H35.3222 , H35.3223 , H35.3231, H35.3232, H35.3233, H40.1110, H40.1111, H40.1112, H40.1113, H40.1114, H40.1120, H40.1121, H40.1122, H40.1123, H40.1124, H40.1130, H40.1131, H40.1132, H40.1133, H40.1134",09/22/2016
34061,26,6,01/01/2016,"R6
Revision Effective: N/A
Revision Explanation: Annual review no changes made.",07/25/2016
34061,26,5,01/01/2016,"R5
Revision Effective: 01/01/2016
Revision Explanation: Added ICD-10 code H47.20, H47.211-H47.213, and H47.22 to list that support medical necessity.",05/06/2016
34061,26,4,10/01/2015,"R4
Revision Effective: 10/01/2015
Revision Explanation:Added B39.4 and B39.5 for codes meeting medical necessity.",12/17/2015
34061,26,3,10/01/2015,"R3
Revision Effective: 10/01/2015
Revision Explanation: Added ICD-10 codes H32 and B39.9 codes that support medical necessity effective 10/01/2015.",11/16/2015
34061,26,2,10/01/2015,"R2
Revision Effective: 10/01/2015
Revision Explanation: Added ICD-10 codes H59.031-H59.033 to ICD-10 codes that support medical necessity effective 10/01/2015.",11/03/2015
34061,26,1,10/01/2015,"R1
Revision Effective: N/A
Revision Explanation: Accepted revenue code description changes",06/11/2015
34062,42,29,01/22/2026,"R29

Revision Effective: 01/22/2026

Revision Explanation: Annual Review, no changes made.

01/22/2026: At this time 21st Century Cures Act will apply to new and revised LCDs that restrict coverage which requires comment and notice. This revision is not a restriction to the coverage determination; and, therefore not all the fields included on the LCD are applicable as noted in this policy.",02/20/2026
34062,42,28,02/06/2025,"R28

Revision Effective: 02/06/2025

Revision Explanation: Annual Review, no changes made.

01/31/2025: At this time 21st Century Cures Act will apply to new and revised LCDs that restrict coverage which requires comment and notice. This revision is not a restriction to the coverage determination; and, therefore not all the fields included on the LCD are applicable as noted in this policy.",01/31/2025
34062,42,27,02/01/2024,"R27

Revision Effective: 02/01/2024

Revision Explanation: Annual Review, no changes made.

01/25/2024: At this time 21st Century Cures Act will apply to new and revised LCDs that restrict coverage which requires comment and notice. This revision is not a restriction to the coverage determination; and, therefore not all the fields included on the LCD are applicable as noted in this policy.",01/25/2024
34062,42,26,02/09/2023,"R26

Revision Effective: 02/09/2023

Revision Explanation: Annual Review, no changes made.

01/03/2023: At this time 21st Century Cures Act will apply to new and revised LCDs that restrict coverage which requires comment and notice. This revision is not a restriction to the coverage determination; and, therefore not all the fields included on the LCD are applicable as noted in this policy.",01/31/2023
34062,42,25,02/10/2022,"R25

Revision Effective: 02/10/2022

Revision Explanation: Annual Review, removed extensive coding information in the LCD.

02/01/2022: At this time 21st Century Cures Act will apply to new and revised LCDs that restrict coverage which requires comment and notice. This revision is not a restriction to the coverage determination; and, therefore not all the fields included on the LCD are applicable as noted in this policy.",02/01/2022
34062,42,24,02/10/2022,"R24

Revision Effective: 02/10/2022

Revision Explanation: Annual Review, no changes

1/31/2022: At this time 21st Century Cures Act will apply to new and revised LCDs that restrict coverage which requires comment and notice. This revision is not a restriction to the coverage determination; and, therefore not all the fields included on the LCD are applicable as noted in this policy.",01/31/2022
34062,42,23,01/28/2021,"R23

Revision Effective: 01/28/2021

Revision Explanation: Annual Review, no changes

1/22/2021: At this time 21st Century Cures Act will apply to new and revised LCDs that restrict coverage which requires comment and notice. This revision is not a restriction to the coverage determination; and, therefore not all the fields included on the LCD are applicable as noted in this policy.",01/22/2021
34062,42,22,09/19/2019,"R22

Revision Effective: N/A

Revision Explanation: Annual Review, no changes

1/28/2020:At this time 21st Century Cures Act will apply to new and revised LCDs that restrict coverage which requires comment and notice. This revision is not a restriction to the coverage determination; and, therefore not all the fields included on the LCD are applicable as noted in this policy.",01/28/2020
34062,42,21,09/19/2019,"R21

Revision Effective: 09/19/2019 Revision Explanation: Converted policy into new policy template that no longer includes coding section based on CR 10901. For Approval, no changes.

09/13/2019:At this time 21st Century Cures Act will apply to new and revised LCDs that restrict coverage which requires comment and notice. This revision is not a restriction to the coverage determination; and, therefore not all the fields included on the LCD are applicable as noted in this policy.",09/13/2019
34062,42,20,09/19/2019,"R20

Revision Effective: 09/19/2019 Revision Explanation: Converted policy into new policy template that no longer includes coding section based on CR 10901.

09/12/2019:At this time 21st Century Cures Act will apply to new and revised LCDs that restrict coverage which requires comment and notice. This revision is not a restriction to the coverage determination; and, therefore not all the fields included on the LCD are applicable as noted in this policy.",09/12/2019
34062,42,19,04/04/2019,"R19
Revision Effective: 04/04/2019
Revision Explanation: Removed all billing and coding details from policy into related Billing and Coding article. Coding information was removed based on CR10901.

03/29/2019:At this time 21st Century Cures Act will apply to new and revised LCDs that restrict coverage which requires comment and notice. This revision is not a restriction to the coverage determination; and, therefore not all the fields included on the LCD are applicable as noted in this policy.",03/29/2019
34062,42,18,01/01/2018,"R18

Revision Effective Date: N/A

Revision Explanation: Annual review no changes made

1/28/2019:At this time 21st Century Cures Act will apply to new and revised LCDs that restrict coverage which requires comment and notice. This revision is not a restriction to the coverage determination; and, therefore not all the fields included on the LCD are applicable as noted in this policy.",01/28/2019
34062,42,17,01/01/2018,"Revision #:R17
Revision Effective Date: N/A
Revision Explanation: Annual review no changes made

1/30/2018:At this time 21st Century Cures Act will apply to new and revised LCDs that restrict coverage which requires comment and notice. This revision is not a restriction to the coverage determination; and, therefore not all the fields included on the LCD are applicable as noted in this policy.",01/30/2018
34062,42,16,01/01/2018,"Revision #:R16
Revision Effective Date: 01/01/2018
Revision Explanation: During annual HCPCS review 36120 was end dated 12/31/2017 and 36140 had a description change to include upper and lower extremity.

12/20/2017:At this time 21st Century Cures Act will apply to new and revised LCDs that restrict coverage which requires comment and notice. This revision is not a restriction to the coverage determination; and, therefore not all the fields included on the LCD are applicable as noted in this policy.",12/20/2017
34062,42,15,01/01/2017,"Revision #:R15
Revision Effective Date: N/A
Revision Explanation: annual review code 36906 was left out in the group 1 paragraph above the ICD-10 codes.",01/26/2017
34062,42,14,01/01/2017,"Revision #:R14
Revision Effective Date: 01/01/2017
Revision Explanation: During annual HCPCS review codes 35475, 35476, 36147, 36148, 36870, 75791, 75962, 75964, and 75978 were deleted and replaced with 36901-36907 and 37246-37249.",12/19/2016
34062,42,13,01/01/2016,"Revision #:R13
Revision Effective Date: 01/01/2016
Revision Explanation: Added the codes above group one ICD-10 code that pertain to this list of medical necessity ICD-10 codes.",04/19/2016
34062,42,12,01/01/2016,"Revision #:R12
Revision Effective Date: 01/01/2016
Revision Explanation: Added I97.89 to group two for 93990.",04/11/2016
34062,42,11,01/01/2016,"Revision #:R11
Revision Effective Date: 01/01/2016
Revision Explanation: Add group two for CPT 93990 medical necessity.",03/16/2016
34062,42,10,01/01/2016,"Revision #:R10
Revision Effective Date: 01/01/2016
Revision Explanation: Upon review of this LCD it was determined to remove the note in paragraph section for group one in the covered ICD-10 for medical necessity as CPT code 93990 applies to AV fistulas and this policy is more in line for the use of the code than he Non-Invasive Vascular Studies policy.",03/15/2016
34062,42,9,01/01/2016,"Revision #:R9
Revision Effective Date: 01/01/2016
Revision Explanation: Added ICD-10 I77.0 to medical necessary diagnosis.",03/15/2016
34062,42,8,01/01/2016,"Revision #:R8
Revision Effective Date: N/A
Revision Explanation: Bill type codes disappeared and had to add back.",02/25/2016
34062,42,7,01/01/2016,"Revision #:R7
Revision Effective Date: N/A
Revision Explanation: Annual review no changes made.",01/29/2016
34062,42,6,01/01/2016,"Revision #:R6
Revision Effective Date: 01/01/2016
Revision Explanation: CPT code 75896 deleted for 2015 and replaced with codes 37211-37214 that were already included in the policy.",12/31/2015
34062,42,5,10/01/2015,"Revision #:R5
Revision Effective Date: 10/01/2015
Revision Explanation: Added N18.6 and Z99.2 to ICD-10 diagnosis effective 10/01/2015.",11/24/2015
34062,42,4,10/01/2015,"Revision #:R4
Revision Effective Date: 10/01/2015
Revision Explanation: Added paragraph at end of limitation section concerning stage procedure for fistula.",09/23/2015
34062,42,3,10/01/2015,"Revision #:R3
Revision Effective Date: 10/01/2015
Revision Explanation: Accepted revenue code descriptions.",06/15/2015
34062,42,2,10/01/2015,"Revision #:R2
Revision Effective Date: 10/01/2015
Revision Explanation: Accepted 2015 HCPCS description change for 37214 and 75791.",12/22/2014
34062,42,1,10/01/2015,"Revision #: R1
Revision Effective: N/A
Revsion Explanation: Third quarter 2014 HCPCS code description change for 37236.",07/02/2014
34063,19,14,07/30/2026,"R15

Revision Effective: 07/30/2026

Revision Explanation: Annual review, no changes were made.

07/24/2026: At this time 21st Century Cures Act will apply to new and revised LCDs that restrict coverage which requires comment and notice. This revision is not a restriction to the coverage determination; and, therefore not all the fields included on the LCD are applicable as noted in this policy.",07/24/2026
34063,19,13,08/07/2025,"R14

Revision Effective: 08/07/2025

Revision Explanation: Annual review, no changes were made.

07/31/2025: At this time 21st Century Cures Act will apply to new and revised LCDs that restrict coverage which requires comment and notice. This revision is not a restriction to the coverage determination; and, therefore not all the fields included on the LCD are applicable as noted in this policy.",07/31/2025
34063,19,12,08/08/2024,"R13

Revision Effective: 08/08/2024

Revision Explanation: Annual review, no changes were made.

07/29/2024: At this time 21st Century Cures Act will apply to new and revised LCDs that restrict coverage which requires comment and notice. This revision is not a restriction to the coverage determination; and, therefore not all the fields included on the LCD are applicable as noted in this policy.",07/29/2024
34063,19,11,08/03/2023,"R12

Revision Effective: 08/03/2023

Revision Explanation: Annual review, no changes were made.

07/25/2023: At this time 21st Century Cures Act will apply to new and revised LCDs that restrict coverage which requires comment and notice. This revision is not a restriction to the coverage determination; and, therefore not all the fields included on the LCD are applicable as noted in this policy.",07/25/2023
34063,19,10,08/04/2022,"R11

Revision Effective: 08/04/2022

Revision Explanation: Annual review, no changes were made

07/26/2022: At this time 21st Century Cures Act will apply to new and revised LCDs that restrict coverage which requires comment and notice. This revision is not a restriction to the coverage determination; and, therefore not all the fields included on the LCD are applicable as noted in this policy.",07/26/2022
34063,19,9,07/29/2021,"R10

Revision Effective: 07/29/2021

Revision Explanation: Annual review, no changes made

07/23/2021: At this time 21st Century Cures Act will apply to new and revised LCDs that restrict coverage which requires comment and notice. This revision is not a restriction to the coverage determination; and, therefore not all the fields included on the LCD are applicable as noted in this policy.",07/23/2021
34063,19,8,12/05/2019,"R9

Revision Effective: 12/05/2019

Revision Explanation: Annual review, no changes made

07/13/2020:At this time 21st Century Cures Act will apply to new and revised LCDs that restrict coverage which requires comment and notice. This revision is not a restriction to the coverage determination; and, therefore not all the fields included on the LCD are applicable as noted in this policy.",07/13/2020
34063,19,7,12/05/2019,"R8

Revision Effective: 12/05/2019

Revision Explanation: Removed the other comments and associated documents sections and placed in the billing and coding article.

11/27/2019:At this time 21st Century Cures Act will apply to new and revised LCDs that restrict coverage which requires comment and notice. This revision is not a restriction to the coverage determination; and, therefore not all the fields included on the LCD are applicable as noted in this policy.",11/27/2019
34063,19,6,09/26/2019,"R7

Revision Effective: 09/19/2019 Revision Explanation: Converted policy into new policy template that no longer includes coding section based on CR 10901.

09/16/2019:At this time 21st Century Cures Act will apply to new and revised LCDs that restrict coverage which requires comment and notice. This revision is not a restriction to the coverage determination; and, therefore not all the fields included on the LCD are applicable as noted in this policy.",09/16/2019
34063,19,5,09/12/2019,"R6

Revision Effective: 9-12-2019

Revision Explanation: Annual review no changes made.

9-6-2019-At this time 21st Century Cures Act will apply to new and revised LCDs that restrict coverage which requires comment and notice. This revision is not a restriction to the coverage determination; and, therefore not all the fields included on the LCD are applicable as noted in this policy.",09/06/2019
34063,19,4,10/01/2015,"R5

Revision Effective: N/A

Revision Explanation: Annual review no changes made.

07/22/2019-At this time 21st Century Cures Act will apply to new and revised LCDs that restrict coverage which requires comment and notice. This revision is not a restriction to the coverage determination; and, therefore not all the fields included on the LCD are applicable as noted in this policy.",07/22/2019
34063,19,3,10/01/2015,"R4

Revision Effective: N/A

Revision Explanation: Annual review no changes made.

07/30/2018-At this time 21st Century Cures Act will apply to new and revised LCDs that restrict coverage which requires comment and notice. This revision is not a restriction to the coverage determination; and, therefore not all the fields included on the LCD are applicable as noted in this policy.

R3

Revision Effective: N/A

Revision Explanation: Annual review no changes made.

07/31/2017-At this time 21st Century Cures Act will apply to new and revised LCDs that restrict coverage which requires comment and notice. This revision is not a restriction to the coverage determination; and, therefore not all the fields included on the LCD are applicable as noted in this policy.",07/30/2018
34063,19,2,10/01/2015,"Revision #: R2
Revision Effective: N/A
REvision Explanation: annual review no changes",07/25/2016
