lcd_id,lcd_version,article_id,article_version,contractor_id,last_updated
36021,49,54187,23,228,08/07/2015
36021,49,54188,33,228,08/07/2015
36021,49,54189,14,228,08/07/2015
36021,49,54191,27,228,08/07/2015
36021,49,54192,22,228,08/07/2015
36021,49,54193,17,228,08/07/2015
36021,49,54194,23,228,08/07/2015
36021,49,54195,22,228,08/07/2015
36021,49,54196,20,228,08/07/2015
36021,49,54197,20,228,08/07/2015
36021,49,54198,24,228,08/07/2015
36021,49,54199,15,228,08/07/2015
36021,49,54200,17,228,08/07/2015
36021,49,54201,19,228,08/07/2015
36021,49,54209,13,228,08/07/2015
36021,49,54241,16,228,08/07/2015
36021,49,54242,17,228,08/07/2015
36021,49,54243,15,228,08/07/2015
36021,49,54244,17,228,08/07/2015
36021,49,54253,19,228,08/07/2015
36021,49,54254,17,228,08/07/2015
36021,49,54255,17,228,08/07/2015
36021,49,54256,15,228,08/07/2015
36021,49,54257,14,228,08/07/2015
36021,49,54262,17,228,08/07/2015
36021,49,54263,17,228,08/07/2015
36021,49,54264,21,228,08/07/2015
36021,49,54265,16,228,08/07/2015
36021,49,54266,15,228,08/07/2015
36021,49,54267,20,228,08/07/2015
36021,49,54268,17,228,08/07/2015
36021,49,54269,14,228,08/07/2015
36021,49,54270,16,228,08/07/2015
36021,49,54271,19,228,08/07/2015
36021,49,54272,15,228,08/07/2015
36021,49,54273,20,228,08/07/2015
36021,49,54274,20,228,08/07/2015
36021,49,54275,16,228,08/07/2015
36021,49,54276,15,228,08/07/2015
36021,49,54277,18,228,08/07/2015
36021,49,54278,17,228,08/07/2015
36021,49,54279,11,228,08/07/2015
36021,49,54281,21,228,08/07/2015
36021,49,54282,14,228,08/07/2015
36021,49,54283,15,228,08/07/2015
36021,49,54284,19,228,08/07/2015
36021,49,54285,19,228,08/07/2015
36021,49,54288,15,228,08/07/2015
36021,49,54290,19,228,08/07/2015
36021,49,54291,20,228,08/07/2015
36021,49,54292,16,228,08/07/2015
36021,49,54293,18,228,08/07/2015
36021,49,54295,27,228,08/07/2015
36021,49,54296,18,228,08/07/2015
36021,49,54297,18,228,08/07/2015
36021,49,54299,18,228,08/07/2015
36021,49,54300,16,228,08/07/2015
36021,49,54584,2,228,08/05/2015
36021,49,54688,23,228,06/15/2020
36021,49,54830,9,228,01/12/2016
36021,49,54901,27,228,08/17/2020
36021,49,55716,11,228,08/23/2017
36021,49,55851,11,228,09/15/2022
36021,49,56106,14,228,06/28/2022
36021,49,56307,11,228,08/17/2020
36021,49,56973,69,228,08/28/2019
36021,49,59646,19,228,03/13/2024
36021,49,59698,3,238,04/05/2024
36029,44,56818,55,228,08/24/2023
36029,44,59496,2,228,09/05/2023
36039,13,54693,3,297,10/08/2015
36039,13,57428,10,297,10/04/2019
36044,59,53531,22,378,07/13/2017
36044,59,56959,31,391,08/21/2019
36089,30,54849,3,378,01/26/2016
36089,30,56899,11,391,08/13/2019
36094,58,55934,4,345,04/09/2018
36094,58,57690,39,345,11/26/2019
36113,25,54607,2,228,08/14/2015
36113,25,56983,12,238,08/29/2019
36117,36,54612,4,228,08/14/2015
36117,36,56999,31,238,09/03/2019
36125,40,56949,7,374,08/19/2019
36129,54,53605,21,378,01/14/2016
36129,54,56943,17,391,08/19/2019
36139,31,54610,3,228,08/14/2015
36139,31,54685,17,228,01/12/2016
36139,31,54988,2,228,04/06/2016
36139,31,57386,21,228,09/26/2019
36155,23,54893,4,364,02/03/2016
36155,23,57423,16,364,10/08/2019
36155,23,54894,4,353,01/28/2026
36159,22,54894,4,345,02/03/2016
36159,22,57424,14,345,10/08/2019
36180,37,54927,3,364,02/17/2016
36180,37,55595,17,364,09/28/2017
36180,37,57421,37,364,10/09/2019
36186,37,54916,2,345,02/17/2016
36186,37,55600,17,345,09/28/2017
36186,37,57422,33,345,10/09/2019
36188,26,54895,2,360,02/05/2016
36188,26,57432,12,364,10/08/2019
36188,26,54896,3,357,01/28/2026
36192,25,54896,3,351,02/05/2016
36192,25,57433,14,345,10/08/2019
36204,23,54981,3,345,03/22/2016
36204,23,57792,12,345,11/20/2019
36236,18,54403,2,269,06/16/2015
36236,18,57024,16,297,09/06/2019
36240,57,59574,4,331,02/09/2024
36240,57,56538,27,331,02/09/2024
36240,57,53049,99,331,03/22/2024
36241,98,56558,86,331,05/21/2021
36241,98,58750,11,331,05/21/2021
36256,54,54358,25,345,03/02/2023
36256,54,54388,35,345,03/02/2023
36256,54,54420,28,345,03/02/2023
36256,54,54424,20,345,03/02/2023
36256,54,54447,26,345,03/02/2023
36256,54,54482,16,345,03/02/2023
36256,54,54486,13,345,03/02/2023
36256,54,54496,17,345,07/24/2023
36256,54,54500,24,345,03/02/2023
36256,54,54554,3,345,03/02/2023
36256,54,55095,13,345,04/03/2024
36256,54,55712,22,345,03/02/2023
36256,54,56104,17,345,07/25/2023
36256,54,57527,84,345,03/02/2023
36256,54,57843,12,345,03/18/2024
36256,54,59642,32,345,03/06/2024
36267,44,54516,48,140,09/22/2015
36267,44,55426,132,140,03/09/2017
36286,22,57191,10,345,09/20/2019
36335,25,55048,2,364,04/29/2016
36335,25,57486,10,364,10/28/2019
36335,25,55049,3,353,02/09/2026
36339,26,55049,3,345,04/29/2016
36339,26,57487,10,345,10/28/2019
36351,42,57611,16,364,09/09/2025
36351,42,60312,3,364,09/09/2025
36353,38,57614,15,345,09/09/2025
36353,38,60320,3,345,09/09/2025
36358,39,54975,17,364,03/23/2016
36358,39,54978,3,364,03/23/2016
36358,39,57037,24,364,09/17/2019
36358,39,54979,4,357,01/28/2026
36362,34,54976,16,345,03/23/2016
36362,34,54979,4,345,03/23/2016
36362,34,57055,21,345,09/17/2019
36377,7,55813,3,368,11/16/2017
36377,7,57680,9,368,11/21/2019
36380,27,57363,14,364,10/08/2019
36386,24,57364,14,345,10/08/2019
36393,37,57077,29,368,10/02/2019
36400,20,54920,2,143,02/16/2016
36400,20,57571,9,143,11/15/2019
36402,35,54842,2,143,01/18/2016
36402,35,57473,33,143,10/25/2019
36406,10,54860,3,297,02/05/2016
36406,10,57431,14,297,10/04/2019
36408,34,60276,3,143,09/03/2025
36408,34,60319,2,143,09/03/2025
36425,21,54790,2,228,12/14/2015
36425,21,56989,11,238,08/29/2019
36427,38,55511,3,374,04/11/2017
36427,38,56727,21,391,07/16/2019
36460,25,54777,2,228,12/09/2015
36460,25,57132,19,228,09/23/2019
36464,27,55434,3,378,01/13/2017
36464,27,56857,7,374,08/06/2019
36469,24,57047,11,228,10/13/2022
36469,24,59253,2,228,10/13/2022
36485,23,55435,2,228,01/13/2017
36485,23,56881,10,228,08/08/2019
36499,28,55806,3,368,11/11/2017
36499,28,57449,24,368,10/04/2019
36499,28,57438,4,368,10/04/2019
36523,35,55003,2,143,04/13/2016
36523,35,55235,15,143,11/13/2019
36523,35,57559,20,143,11/14/2019
36524,43,54969,52,364,04/09/2016
36524,43,54990,4,364,04/09/2016
36524,43,54991,4,357,10/28/2025
36526,33,54991,4,345,04/09/2016
36526,33,54992,43,345,04/09/2016
36538,22,55053,2,364,05/10/2016
36538,22,55056,14,364,05/10/2016
36538,22,57615,6,364,10/24/2019
36538,22,55055,2,354,10/16/2025
36544,21,57465,9,345,10/09/2019
36551,21,57441,8,364,10/08/2019
36569,19,55057,13,345,05/10/2016
36569,19,55055,2,345,05/10/2016
36569,19,57616,6,345,10/24/2019
36573,17,55076,6,345,05/25/2016
36573,17,57684,11,345,11/16/2019
36575,21,55079,5,364,05/25/2016
36575,21,57685,15,364,11/19/2019
36575,21,55077,5,354,11/11/2025
36577,17,55077,5,345,05/25/2016
36577,17,57686,12,345,11/19/2019
36593,37,55005,3,374,04/20/2016
36593,37,55958,6,378,06/14/2018
36593,37,56006,19,378,06/11/2018
36593,37,56995,15,391,09/03/2019
36658,22,55313,2,228,08/30/2016
36658,22,55315,17,228,08/31/2016
36665,19,56105,3,378,08/23/2018
36665,19,56957,9,391,08/21/2019
36668,45,59963,2,364,12/23/2024
36668,45,55001,69,364,12/23/2024
36668,45,59964,2,353,09/16/2025
36675,19,55305,2,228,08/23/2016
36675,19,57034,11,238,09/05/2019
36678,33,55457,7,364,03/16/2017
36678,33,55028,45,364,03/16/2017
36680,26,55458,7,345,03/16/2017
36680,26,55029,36,345,03/16/2017
36690,38,55276,2,228,08/16/2016
36690,38,56696,43,228,07/05/2019
36692,27,55372,4,364,12/03/2016
36692,27,57718,20,364,11/20/2019
36692,27,55373,4,353,09/16/2025
36700,16,55362,3,345,01/10/2017
36700,16,57198,27,345,09/20/2019
36702,20,55361,3,364,01/10/2017
36702,20,57189,28,364,09/20/2019
36702,20,55362,3,359,10/16/2025
36704,23,57515,12,364,10/29/2019
36704,23,55470,3,364,12/15/2022
36704,23,55471,3,357,10/28/2025
36706,23,57609,11,345,10/29/2019
36706,23,55471,3,345,12/15/2022
36707,40,55030,63,357,12/23/2024
36707,40,59964,2,357,12/23/2024
36715,58,56542,18,331,05/23/2019
36761,20,56089,3,378,08/15/2018
36761,20,56872,10,391,08/08/2019
36767,27,55856,3,368,01/03/2018
36767,27,57056,44,368,10/02/2019
36797,22,55400,3,143,12/13/2016
36797,22,57581,7,143,11/26/2019
36805,27,55136,19,143,05/13/2024
36805,27,57733,12,143,05/21/2024
36805,27,59801,2,143,05/21/2024
36807,45,55137,14,143,12/09/2016
36807,45,55138,14,143,12/09/2016
36807,45,55139,19,143,12/09/2016
36807,45,55141,20,143,12/09/2016
36807,45,55142,17,143,12/09/2016
36807,45,55143,16,143,12/09/2016
36807,45,55144,18,143,12/09/2016
36807,45,55145,18,143,12/09/2016
36807,45,55146,17,143,12/09/2016
36807,45,55147,30,143,12/09/2016
36807,45,55148,16,143,12/09/2016
36807,45,55156,12,143,12/09/2016
36807,45,55157,20,143,12/09/2016
36807,45,55159,22,143,12/09/2016
36807,45,55160,17,143,12/09/2016
36807,45,55161,23,143,12/09/2016
36807,45,55162,20,143,12/09/2016
36807,45,55163,21,143,12/09/2016
36807,45,55164,14,143,12/09/2016
36807,45,55165,14,143,12/09/2016
36807,45,55166,20,143,12/09/2016
36807,45,55167,12,143,12/09/2016
36807,45,55168,17,143,12/09/2016
36807,45,55169,15,143,12/09/2016
36807,45,55170,17,143,12/09/2016
36807,45,55171,14,143,12/09/2016
36807,45,55172,15,143,12/09/2016
36807,45,55173,14,143,12/09/2016
36807,45,55174,14,143,12/09/2016
36807,45,55175,25,143,12/09/2016
36807,45,55176,17,143,12/09/2016
36807,45,55189,17,143,12/09/2016
36807,45,55190,14,143,12/09/2016
36807,45,55191,19,143,12/09/2016
36807,45,55192,23,143,12/09/2016
36807,45,55193,15,143,12/09/2016
36807,45,55195,17,143,12/09/2016
36807,45,55197,35,143,12/09/2016
36807,45,55198,22,143,12/09/2016
36807,45,55199,16,143,12/09/2016
36807,45,55200,37,143,12/09/2016
36807,45,55201,12,143,12/09/2016
36807,45,55202,14,143,12/09/2016
36807,45,55203,16,143,12/09/2016
36807,45,55204,20,143,12/09/2016
36807,45,55205,22,143,12/09/2016
36807,45,55206,18,143,12/09/2016
36807,45,55207,12,143,12/09/2016
36807,45,55208,22,143,12/09/2016
36807,45,55209,20,143,12/09/2016
36807,45,55210,15,143,12/09/2016
36807,45,55211,14,143,12/09/2016
36807,45,55221,23,143,12/09/2016
36807,45,55222,13,143,12/09/2016
36807,45,55223,12,143,12/09/2016
36807,45,55230,18,143,12/09/2016
36807,45,55231,17,143,12/09/2016
36807,45,55232,14,143,12/09/2016
36807,45,55233,21,143,12/09/2016
36807,45,55234,12,143,12/09/2016
36807,45,55391,2,143,12/12/2016
36807,45,55621,17,143,06/20/2017
36807,45,55622,14,143,06/20/2017
36807,45,55738,17,143,09/18/2017
36807,45,55846,15,143,03/19/2018
36807,45,57772,81,143,12/13/2019
36807,45,59649,30,143,01/04/2024
36807,45,59700,5,143,02/12/2026
36811,16,55401,2,143,12/13/2016
36811,16,57560,10,143,11/27/2019
36815,26,55397,2,143,12/13/2016
36815,26,57570,29,143,11/27/2019
36815,26,55233,21,143,11/27/2019
36831,35,55475,3,297,03/17/2017
36831,35,57060,12,297,10/11/2019
36839,23,54953,70,147,12/19/2025
36839,23,55381,2,143,12/07/2016
36839,23,56903,15,143,08/20/2019
36846,21,57612,8,364,10/22/2019
36850,25,55421,9,269,03/07/2017
36850,25,57452,46,297,11/15/2019
36857,17,57613,8,345,10/31/2019
36859,27,57702,23,345,02/07/2024
36859,27,59652,3,345,02/07/2024
36861,25,60188,3,364,05/27/2025
36861,25,57697,16,364,05/27/2025
36861,25,60189,3,357,09/16/2025
36864,21,55527,5,364,06/01/2017
36864,21,57237,11,364,09/19/2019
36864,21,55528,5,353,10/16/2025
36866,18,55528,5,345,06/01/2017
36866,18,57238,10,345,09/19/2019
36868,25,55558,8,345,05/18/2017
36868,25,57343,31,345,10/03/2019
36889,25,55554,6,345,05/17/2017
36889,25,57184,22,345,09/19/2019
36902,16,55430,2,228,01/10/2017
36902,16,57049,13,228,12/09/2019
36906,20,55427,2,228,01/10/2017
36906,20,56465,16,228,08/29/2019
36912,30,55433,3,378,01/13/2017
36912,30,56870,7,374,08/08/2019
36920,107,56681,34,331,10/22/2021
36920,107,58926,8,331,10/22/2021
36941,22,57619,8,364,11/11/2019
36947,21,57620,9,345,11/11/2019
36951,20,55436,2,228,01/13/2017
36951,20,56887,11,238,08/09/2019
36975,24,55429,3,228,01/10/2017
36975,24,55451,2,228,01/23/2017
36975,24,56471,18,228,03/28/2019
37001,21,55535,2,143,05/15/2017
37001,21,57577,7,143,11/26/2019
37003,14,55536,2,143,05/15/2017
37003,14,57575,9,143,11/14/2019
37011,24,57587,9,143,11/21/2019
37015,27,55533,2,143,05/15/2017
37015,27,57599,14,143,10/30/2019
37020,26,55685,5,345,08/11/2017
37020,26,57222,21,345,09/20/2019
37022,30,55537,3,378,05/15/2017
37022,30,55709,11,391,10/29/2019
37027,20,57196,22,345,06/09/2023
37027,20,59313,5,345,06/09/2023
37027,20,59414,3,345,06/09/2023
37031,35,55557,3,378,05/17/2017
37031,35,56929,15,391,08/15/2019
37033,30,55538,3,378,05/16/2017
37033,30,56906,13,391,08/13/2019
37054,22,55661,3,364,07/25/2017
37054,22,57356,14,364,10/07/2019
37054,22,55662,3,356,10/28/2025
37062,25,55662,3,345,07/25/2017
37062,25,57357,16,345,10/07/2019
37066,31,55769,14,364,10/21/2017
37068,23,55770,11,345,10/21/2017
37070,26,55657,4,364,07/20/2017
37070,26,57621,17,364,11/11/2019
37070,26,55659,2,357,01/28/2026
37072,25,55659,2,345,07/20/2017
37072,25,57622,17,345,11/11/2019
37086,27,57692,11,364,06/28/2023
37086,27,59443,3,364,06/28/2023
37086,27,59444,3,353,09/16/2025
37088,22,57693,12,345,06/28/2023
37088,22,59444,3,345,06/28/2023
37126,22,55560,3,228,05/18/2017
37126,22,55715,12,228,08/23/2017
37130,21,55561,2,228,05/18/2017
37130,21,56981,16,228,08/29/2019
37166,23,55757,5,368,09/28/2017
37166,23,55818,26,368,11/27/2017
37166,23,58303,3,368,07/22/2020
37176,57,56748,31,391,12/13/2022
37176,57,59284,2,391,12/13/2022
37176,57,54682,34,391,12/29/2022
37199,16,55648,2,143,07/21/2017
37199,16,57583,9,143,11/18/2019
37205,15,55639,51,143,07/18/2017
37205,15,55641,2,143,07/18/2017
37210,21,55643,2,143,07/19/2017
37210,21,57566,13,143,12/17/2019
37216,23,55644,2,143,07/19/2017
37216,23,57558,11,143,11/18/2019
37228,24,55910,2,143,12/11/2019
37228,24,55909,46,143,12/17/2019
37228,24,57846,4,143,12/17/2019
37244,41,56588,33,297,09/23/2024
37244,41,59912,3,297,09/23/2024
37254,16,55737,3,228,11/08/2017
37254,16,56455,12,228,03/29/2019
37260,27,55680,3,378,08/04/2017
37260,27,56933,9,391,08/15/2019
37264,21,56963,12,391,05/13/2021
37264,21,58696,2,391,05/13/2021
37281,23,56018,2,345,07/02/2018
37281,23,57207,33,345,09/20/2019
37283,23,57327,36,345,10/03/2019
37293,28,57225,52,345,09/15/2023
37293,28,59532,4,345,09/15/2023
37295,22,57607,15,360,05/19/2021
37295,22,58783,4,360,05/19/2021
37295,22,58786,4,353,01/28/2026
37299,30,55778,4,364,12/01/2017
37299,30,57516,12,364,10/29/2019
37299,30,55779,4,353,02/09/2026
37311,21,57608,16,345,05/19/2021
37311,21,58786,4,345,05/19/2021
37313,28,55779,4,345,12/01/2017
37313,28,57517,13,345,10/29/2019
37352,25,55736,2,228,11/08/2017
37352,25,56940,11,238,08/19/2019
37356,17,58708,3,228,05/13/2021
37356,17,56997,18,228,05/13/2021
37360,22,55531,34,345,06/26/2018
37360,22,56042,3,345,06/26/2018
37371,42,53252,237,331,11/20/2017
37371,42,55809,11,331,12/01/2017
37371,42,56672,16,331,07/03/2019
37373,41,56061,13,364,08/16/2018
37373,41,57204,45,364,09/19/2019
37373,41,56067,9,357,10/28/2025
37379,42,55668,3,374,07/26/2017
37379,42,56625,36,391,06/06/2019
37387,25,55677,3,378,08/03/2017
37387,25,56616,11,394,06/03/2019
37398,21,55827,3,368,12/06/2017
37398,21,57677,14,368,11/21/2019
37421,37,57435,27,297,01/08/2026
37421,37,60386,2,297,01/08/2026
37475,18,55672,26,297,12/28/2018
37475,18,56252,2,297,12/28/2018
37502,21,55675,25,364,12/21/2018
37502,21,56240,8,364,12/21/2018
37502,21,56241,8,353,10/16/2025
37504,17,55676,24,345,12/21/2018
37504,17,56241,8,345,12/21/2018
37531,20,56866,21,391,09/24/2024
37531,20,59917,3,391,09/24/2024
37531,20,56613,17,391,09/24/2024
37535,19,55852,6,297,02/02/2018
37535,19,57736,18,297,11/08/2019
37537,20,56235,2,143,12/18/2018
37537,20,55703,27,143,12/18/2018
37539,17,55879,2,143,01/22/2018
37539,17,57588,11,143,11/26/2019
37547,22,55936,2,364,04/19/2018
37547,22,57497,15,364,10/15/2019
37547,22,55938,2,357,11/11/2025
37549,22,55938,2,345,04/19/2018
37549,22,57498,14,345,10/15/2019
37561,20,55830,3,368,12/06/2017
37561,20,57682,6,368,11/21/2019
37564,12,56263,7,368,01/04/2019
37564,12,56666,19,368,06/21/2019
37564,12,57396,3,368,09/27/2019
37575,22,56159,23,228,12/14/2018
37575,22,56239,3,228,12/17/2018
37578,30,56491,25,228,09/27/2024
37578,30,59910,4,228,09/27/2024
37578,30,56453,12,228,09/27/2024
37581,24,56143,5,378,10/10/2018
37581,24,56948,23,378,08/19/2019
37598,21,56177,2,228,10/24/2018
37598,21,56988,17,238,08/29/2019
37602,18,56329,4,378,02/21/2019
37602,18,56913,13,378,08/13/2019
37606,18,56793,35,297,05/21/2025
37606,18,59984,3,297,05/21/2025
37608,22,56354,3,239,03/15/2019
37608,22,56926,17,228,08/14/2019
37616,16,56211,2,364,12/19/2018
37616,16,57643,20,364,10/23/2019
37616,16,56213,3,357,09/16/2025
37618,16,56213,3,345,12/19/2018
37618,16,57644,17,345,10/24/2019
37620,16,56446,4,364,04/03/2019
37620,16,57661,17,364,10/24/2019
37620,16,56447,5,352,10/28/2025
37622,18,56447,5,345,04/03/2019
37622,18,57662,15,345,10/24/2019
37628,24,56071,23,364,08/14/2018
37628,24,56076,5,364,08/16/2018
37628,24,56077,5,357,10/16/2025
37630,21,56073,22,345,08/14/2018
37630,21,56077,5,345,08/16/2018
37632,26,56876,18,391,08/14/2019
37633,26,56685,17,391,07/02/2019
37638,31,56562,33,391,05/09/2019
37641,16,56607,19,391,05/28/2019
37642,18,56731,16,391,07/17/2019
37643,24,56680,44,391,07/16/2019
37644,22,56792,11,391,07/31/2019
37663,20,58203,4,143,05/04/2021
37663,20,57567,14,143,05/10/2021
37663,20,58752,2,143,05/10/2021
37725,44,56961,18,391,05/13/2022
37725,44,59070,4,391,05/13/2022
37729,25,57512,19,364,06/09/2023
37729,25,59419,2,364,06/09/2023
37729,25,59420,2,357,09/16/2025
37738,23,57513,16,345,06/09/2023
37738,23,59420,2,345,06/09/2023
37748,31,59135,3,345,06/16/2022
37748,31,57290,18,345,06/16/2022
37750,32,59134,3,364,06/16/2022
37750,32,57268,21,364,06/16/2022
37750,32,59135,3,353,01/28/2026
37761,23,56690,18,391,04/10/2024
37761,23,59702,4,391,04/10/2024
37772,14,56399,2,143,03/19/2019
37772,14,57576,11,143,11/21/2019
37774,15,56149,3,391,09/27/2018
37774,15,56384,7,391,03/08/2019
37779,16,56088,3,374,07/31/2018
37779,16,56684,17,391,07/01/2019
37790,21,58323,13,228,01/15/2021
37790,21,58563,3,228,01/15/2021
37792,16,56653,15,331,11/08/2019
37792,16,57322,4,331,11/08/2019
37792,16,57729,4,331,11/08/2019
37794,23,56875,11,391,03/10/2021
37794,23,58629,2,391,03/10/2021
37798,13,57764,4,368,11/15/2019
37798,13,57763,3,368,11/15/2019
37798,13,56287,18,368,11/21/2019
37800,19,57678,11,368,02/09/2024
37800,19,59575,4,368,02/09/2024
37800,19,59576,8,368,03/22/2024
37810,26,56867,45,297,08/09/2019
37810,26,58984,4,297,02/02/2022
37822,19,57773,17,364,03/16/2021
37822,19,58669,4,364,03/16/2021
37822,19,58670,4,353,01/28/2026
37824,19,57774,16,345,03/16/2021
37824,19,58670,4,345,03/16/2021
37826,28,56393,2,391,03/13/2019
37826,28,56390,11,391,03/13/2019
37832,23,56884,13,228,03/10/2021
37832,23,58647,3,228,03/10/2021
37848,18,56396,11,391,03/13/2019
37848,18,56397,2,391,03/13/2019
37857,20,56315,3,378,02/20/2019
37857,20,56898,15,378,08/13/2019
37863,25,56401,2,391,03/14/2019
37863,25,56419,20,391,03/19/2019
37870,19,56344,2,378,02/21/2019
37870,19,56924,11,378,08/14/2019
37873,18,56392,3,391,03/13/2019
37873,18,56431,6,391,03/21/2019
37887,25,56375,3,364,03/27/2019
37887,25,57419,16,364,10/08/2019
37887,25,56376,3,357,01/28/2026
37891,24,56376,3,345,03/27/2019
37891,24,57420,15,345,10/08/2019
37893,30,56414,41,331,11/06/2020
37893,30,58394,7,331,11/06/2020
37897,18,56411,4,364,04/11/2019
37897,18,57664,11,364,10/24/2019
37899,14,56410,6,345,04/11/2019
37899,14,57665,10,345,10/24/2019
37903,18,56374,3,228,03/21/2019
37903,18,56982,15,228,08/29/2019
37905,18,56366,3,228,03/29/2019
37905,18,56985,15,228,08/29/2019
37913,17,56335,14,143,03/09/2021
37913,17,58201,4,143,03/02/2021
37913,17,58676,2,143,11/24/2021
37919,12,56402,2,143,03/20/2019
37919,12,57568,11,143,11/15/2019
37921,18,56336,2,143,02/19/2019
37921,18,56333,11,143,02/19/2019
38014,9,56248,12,297,06/05/2019
38014,9,56529,4,297,06/05/2019
38016,21,57165,15,228,05/13/2022
38016,21,59084,4,228,05/13/2022
38018,18,58763,4,143,05/03/2022
38018,18,56636,20,143,05/10/2022
38018,18,59117,2,143,05/10/2022
38026,30,56968,2,391,08/28/2019
38033,13,57010,3,391,09/04/2019
38033,13,57021,19,378,09/12/2019
38043,14,57867,33,391,12/12/2019
38043,14,57866,2,391,12/12/2019
38045,17,57831,30,391,03/24/2021
38045,17,54795,42,391,03/24/2021
38045,17,57830,4,391,06/17/2021
38047,13,57837,30,391,12/02/2019
38047,13,57836,3,391,12/02/2019
38047,13,54795,42,391,07/15/2020
38051,17,57868,4,391,12/16/2019
38051,17,57869,4,391,12/20/2019
38065,12,57917,32,228,06/04/2020
38065,12,57918,4,228,06/04/2020
38067,13,57870,26,228,12/18/2019
38067,13,57876,4,228,12/18/2019
38070,12,57877,4,228,12/18/2019
38070,12,57873,31,228,12/18/2019
38111,10,57915,10,228,02/05/2020
38111,10,57916,4,228,02/05/2020
38119,11,55624,34,364,05/25/2021
38119,11,57901,27,364,03/26/2020
38119,11,57904,5,364,03/26/2020
38119,11,57906,4,353,02/09/2026
38121,11,56518,28,345,05/25/2021
38121,11,57905,28,345,03/26/2020
38121,11,57906,4,345,03/26/2020
38123,12,55624,34,364,05/25/2021
38123,12,57891,39,364,03/26/2020
38123,12,57894,4,364,03/26/2020
38123,12,57909,4,353,02/09/2026
38125,11,56518,28,345,05/25/2021
38125,11,57892,37,345,03/26/2020
38125,11,57909,4,345,03/26/2020
38151,9,58052,9,364,04/16/2020
38151,9,58072,4,364,04/16/2020
38153,8,58053,8,345,04/16/2020
38153,8,58073,4,345,04/16/2020
38158,9,55197,35,143,02/08/2022
38158,9,57858,30,143,12/17/2019
38158,9,57861,2,143,12/17/2019
38168,11,57936,33,143,01/22/2020
38168,11,57935,2,143,01/22/2020
38176,13,55197,35,143,02/08/2022
38176,13,57878,26,143,12/18/2019
38176,13,57879,2,143,12/18/2019
38178,11,57983,6,143,02/19/2020
38178,11,57979,2,143,02/19/2020
38201,25,58462,5,238,03/04/2021
38201,25,57282,18,238,03/04/2021
38201,25,56951,5,228,03/05/2021
38211,17,56910,9,143,08/21/2019
38211,17,56917,2,143,08/21/2019
38213,13,57631,2,143,10/22/2019
38213,13,57630,11,143,10/22/2019
38223,19,56633,47,331,11/08/2019
38223,19,57314,3,331,11/08/2019
38223,19,57735,7,331,11/08/2019
38227,19,56638,37,370,08/26/2022
38227,19,59195,5,370,08/26/2022
38229,27,56642,47,335,08/26/2022
38229,27,59197,7,335,08/26/2022
38231,19,56644,29,368,11/06/2020
38231,19,58531,4,368,11/06/2020
38233,6,56647,32,368,11/08/2019
38233,6,57739,3,368,11/08/2019
38233,6,57740,2,368,11/08/2019
38238,13,58031,11,391,04/23/2020
38238,13,58030,5,391,04/23/2020
38240,26,58308,18,391,09/02/2020
38240,26,58306,2,391,09/02/2020
38249,22,57155,15,238,09/09/2020
38249,22,58452,3,238,09/09/2020
38268,11,57160,13,228,02/14/2020
38268,11,57929,3,228,02/07/2020
38274,10,58017,55,391,04/10/2020
38274,10,58016,4,391,04/10/2020
38276,12,58075,24,391,05/01/2020
38276,12,58070,2,391,05/01/2020
38278,35,58406,26,391,06/11/2025
38278,35,60200,5,391,06/11/2025
38284,13,58038,10,228,06/04/2020
38284,13,58039,4,228,06/04/2020
38288,11,57141,47,228,04/17/2020
38288,11,58040,2,228,04/17/2020
38292,17,58343,11,391,09/14/2020
38292,17,58344,3,391,09/14/2020
38294,24,58157,4,391,06/05/2020
38294,24,58318,65,391,07/20/2020
38299,26,57863,41,364,09/17/2024
38299,26,59896,4,364,09/17/2024
38299,26,59897,4,357,10/28/2025
38301,26,57864,36,357,09/17/2024
38301,26,59897,4,357,09/17/2024
38303,13,58371,12,228,09/14/2020
38303,13,58368,3,228,09/14/2020
38307,14,57149,20,228,02/14/2020
38307,14,57930,2,228,02/07/2020
38310,11,57938,8,364,01/25/2020
38310,11,57948,38,364,01/25/2020
38310,11,57947,4,352,10/23/2025
38312,5,57947,4,345,01/25/2020
38312,5,57949,21,345,01/25/2020
38327,10,58271,3,364,06/29/2020
38327,10,57329,18,364,06/29/2020
38329,10,58272,3,345,06/29/2020
38329,10,57330,17,345,06/29/2020
38331,25,57124,21,364,10/14/2020
38331,25,58505,4,364,10/14/2020
38331,25,58506,4,353,01/28/2026
38333,20,57376,21,345,10/14/2020
38333,20,58506,4,345,10/14/2020
38335,16,58237,9,364,06/17/2020
38335,16,57384,53,364,09/01/2020
38335,16,58238,6,353,03/05/2026
38337,16,58238,6,345,06/18/2020
38337,16,57385,46,345,09/01/2020
38339,17,57372,18,364,10/15/2020
38339,17,58509,4,364,10/15/2020
38339,17,58511,4,357,02/09/2026
38341,14,57236,22,345,10/15/2020
38341,14,58511,4,345,10/15/2020
38351,9,57331,61,364,06/02/2020
38351,9,58176,3,364,06/02/2020
38351,9,58177,3,353,02/09/2026
38353,9,57332,55,345,06/02/2020
38353,9,58177,3,345,06/02/2020
38367,32,56797,18,297,07/16/2025
38367,32,60254,3,297,07/16/2025
38371,13,57020,6,297,05/07/2020
